25	0.436
50	0.643
75	1.11
100	1.935
125	2.38
150	1.981
175	2.234
200	2.468
225	4.487
250	3.874
275	3.437
300	3.855
325	4.431
350	8.937
375	8.666
400	8.289
425	8.376
450	7.746
475	8.846
500	12.956
525	9.55
550	14.154
575	10.307
600	8.789
625	11.965
650	13.035
675	12.104
700	14.888
725	19.239
750	24.796
775	42.394
800	43.173
