0	3.863	3.87
10	5.839	35.36
20	6.167	123.79
30	8.119	246.4
40	7.146	422.91
50	6.228	608.39
60	4.852	787.96
70	4.168	880.45
80	2.861	895.89
90	1.374	954.01
100	0.461	63.3
