25	0.076
50	0.092
75	0.195
100	0.32
125	0.497
150	0.838
175	1.134
200	1.548
225	2.201
250	2.547
275	3.318
300	3.829
325	4.576
350	5.992
375	7.122
400	8.51
425	9.973
450	10.718
475	13.708
500	15.846
525	19.064
550	26.518
575	32.817
600	42.249
625	48.579
650	59.234
675	69.247
700	74.961
725	109.402
750	131.083
775	141.597
800	173.358
