645.0963950598194,0.601,562
Infinity,2.07,3127
Infinity,3.3209999999999997,9192
Infinity,4.099,20257
Infinity,5.473000000000001,37822
Infinity,6.177,63387
Infinity,10.283,98452
Infinity,12.261000000000001,144517
Infinity,13.421000000000001,203082
Infinity,16.617000000000001,275647
Infinity,20.671999999999997,363712
Infinity,37.597,468777
Infinity,46.143,592342
Infinity,47.525000000000006,735907
Infinity,58.458999999999996,900972
Infinity,71.315,1089037
Infinity,90.21199999999999,1301602
Infinity,101.485,1540167
Infinity,124.46100000000001,1806232
Infinity,151.786,2101297
Infinity,175.566,2426862
Infinity,205.203,2784427
Infinity,235.282,3175492
Infinity,281.836,3601557
Infinity,321.971,4064122
Infinity,367.613,4564687
Infinity,418.759,5104752
Infinity,468.96299999999997,5685817
Infinity,546.643,6309382
Infinity,632.342,6976947
